	mapping_number	sssom_subject_id	sssom_subject_category	sssom_predicate_id	sssom_object_id	sssom_object_category	sssom_mapping_justification	sssom_author_id	sssom_author_label	sssom_creator_id	sssom_creator_label	sssom_subject_type	sssom_object_type	sssom_object_source	sssom_mapping_date	sssom_object_match_field	sssom_comment	semapv_RegexRemoval	object_source_version	object_url	subject_url	object_namespace	sssom_reviewer_id	sssom_reviewer_label	discipline	sssom_subject_label	sssom_object_label	term_local_name
153	154	mids:InstitutionID	mids:MIDS3	skos:exactMatch	dwc:institutionID	dwc:Record-level	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1280	Mathias Dillen	rdf property	rdf property		2023-12-07				http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/institutionID	https://tdwg.github.io    /mids/information-elements#InstitutionID	dwc			Geology	Institution ID	Institution ID	InstitutionID
154	155	mids:IdentifiedAsID	mids:MIDS3	skos:exactMatch	dwc:scientificNameID	dwc:Taxon	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1260	Mathias Dillen	rdf property	rdf property		2023-12-07				http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/scientificNameID	https://tdwg.github.io    /mids/information-elements#IdentifiedAsID	dwc			Geology	Identified As ID	Scientific Name ID	IdentifiedAsID
155	156	mids:Chronostratigraphy	mids:MIDS1	skos:narrowMatch	dwc:earliestAgeOrLowestStage	dwc:GeologicalContext	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2023-09-13				http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/earliestAgeOrLowestStage	https://tdwg.github.io    /mids/information-elements#Chronostratigraphy	dwc			Paleontology	Chronostratigraphy	Earliest Age Or Lowest Stage	Chronostratigraphy
156	157	mids:Chronostratigraphy	mids:MIDS1	skos:narrowMatch	dwc:earliestEonOrLowestEonothem	dwc:GeologicalContext	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2023-09-13				http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/earliestEonOrLowestEonothem	https://tdwg.github.io    /mids/information-elements#Chronostratigraphy	dwc			Paleontology	Chronostratigraphy	Earliest Eon Or Lowest Eonothem	Chronostratigraphy
157	158	mids:Chronostratigraphy	mids:MIDS1	skos:narrowMatch	dwc:earliestEpochOrLowestSeries	dwc:GeologicalContext	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2023-09-13				http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/earliestEpochOrLowestSeries	https://tdwg.github.io    /mids/information-elements#Chronostratigraphy	dwc			Paleontology	Chronostratigraphy	Earliest Epoch Or Lowest Series	Chronostratigraphy
158	159	mids:Chronostratigraphy	mids:MIDS1	skos:narrowMatch	dwc:earliestEraOrLowestErathem	dwc:GeologicalContext	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2023-09-13				http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/earliestEraOrLowestErathem	https://tdwg.github.io    /mids/information-elements#Chronostratigraphy	dwc			Paleontology	Chronostratigraphy	Earliest Era Or Lowest Erathem	Chronostratigraphy
159	160	mids:Chronostratigraphy	mids:MIDS1	skos:narrowMatch	dwc:earliestPeriodOrLowestSystem	dwc:GeologicalContext	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2023-09-13				http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/earliestPeriodOrLowestSystem	https://tdwg.github.io    /mids/information-elements#Chronostratigraphy	dwc			Paleontology	Chronostratigraphy	Earliest Period Or Lowest System	Chronostratigraphy
160	161	mids:Chronostratigraphy	mids:MIDS1	skos:narrowMatch	dwc:latestAgeOrHighestStage	dwc:GeologicalContext	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2023-09-13				http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/latestAgeOrHighestStage	https://tdwg.github.io    /mids/information-elements#Chronostratigraphy	dwc			Paleontology	Chronostratigraphy	Latest Age Or Highest Stage	Chronostratigraphy
161	162	mids:Chronostratigraphy	mids:MIDS1	skos:narrowMatch	dwc:latestEonOrHighestEonothem	dwc:GeologicalContext	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2023-09-13				http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/latestEonOrHighestEonothem	https://tdwg.github.io    /mids/information-elements#Chronostratigraphy	dwc			Paleontology	Chronostratigraphy	Latest Eon Or Highest Eonothem	Chronostratigraphy
162	163	mids:Chronostratigraphy	mids:MIDS1	skos:narrowMatch	dwc:latestEpochOrHighestSeries	dwc:GeologicalContext	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2023-09-13				http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/latestEpochOrHighestSeries	https://tdwg.github.io    /mids/information-elements#Chronostratigraphy	dwc			Paleontology	Chronostratigraphy	Latest Epoch Or Highest Series	Chronostratigraphy
163	164	mids:Chronostratigraphy	mids:MIDS1	skos:narrowMatch	dwc:latestEraOrHighestErathem	dwc:GeologicalContext	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2023-09-13				http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/latestEraOrHighestErathem	https://tdwg.github.io    /mids/information-elements#Chronostratigraphy	dwc			Paleontology	Chronostratigraphy	Latest Era Or Highest Erathem	Chronostratigraphy
164	165	mids:Chronostratigraphy	mids:MIDS1	skos:narrowMatch	dwc:latestPeriodOrHighestSystem	dwc:GeologicalContext	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2023-09-13				http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/latestPeriodOrHighestSystem	https://tdwg.github.io    /mids/information-elements#Chronostratigraphy	dwc			Paleontology	Chronostratigraphy	Latest Period Or Highest System	Chronostratigraphy
